test_id,Day,Demand,holdingcost,orderingcost
191,20,44,7,984
192,1,18,10,650
192,2,55,10,650
192,3,92,10,650
192,4,92,10,650
192,5,48,10,650
192,6,16,10,650
192,7,99,10,650
192,8,99,10,650
192,9,0,10,650
192,10,74,10,650
192,11,30,10,650
192,12,63,10,650
192,13,87,10,650
192,14,74,10,650
192,15,62,10,650
192,16,47,10,650
192,17,68,10,650
192,18,91,10,650
192,19,22,10,650
192,20,60,10,650
193,1,58,6,421
193,2,38,6,421
193,3,86,6,421
193,4,84,6,421
193,5,92,6,421
193,6,80,6,421
193,7,28,6,421
193,8,100,6,421
193,9,73,6,421
193,10,75,6,421
193,11,17,6,421
193,12,26,6,421
193,13,6,6,421
193,14,33,6,421
193,15,0,6,421
193,16,43,6,421
193,17,83,6,421
193,18,83,6,421
193,19,100,6,421
193,20,55,6,421
194,1,19,8,824
194,2,37,8,824
194,3,73,8,824
194,4,52,8,824
194,5,73,8,824
194,6,22,8,824
194,7,68,8,824
194,8,45,8,824
194,9,79,8,824
194,10,74,8,824
194,11,72,8,824
194,12,17,8,824
194,13,17,8,824
194,14,93,8,824
194,15,68,8,824
194,16,67,8,824
194,17,3,8,824
194,18,27,8,824
194,19,24,8,824
194,20,49,8,824
195,1,36,2,739
195,2,29,2,739
195,3,44,2,739
195,4,25,2,739
195,5,68,2,739
195,6,88,2,739
195,7,52,2,739
195,8,68,2,739
195,9,56,2,739
195,10,99,2,739
195,11,25,2,739
195,12,59,2,739
195,13,24,2,739
195,14,20,2,739
195,15,65,2,739
195,16,6,2,739
195,17,28,2,739
195,18,67,2,739
195,19,39,2,739
195,20,80,2,739
196,1,45,6,244
196,2,74,6,244
196,3,30,6,244
196,4,86,6,244
196,5,86,6,244
196,6,81,6,244
196,7,10,6,244
196,8,80,6,244
196,9,22,6,244
196,10,10,6,244
196,11,6,6,244
196,12,74,6,244
196,13,40,6,244
196,14,57,6,244
196,15,32,6,244
196,16,10,6,244
196,17,54,6,244
196,18,6,6,244
196,19,72,6,244
196,20,26,6,244
197,1,47,10,106
197,2,92,10,106
197,3,22,10,106
197,4,78,10,106
197,5,49,10,106
197,6,18,10,106
197,7,52,10,106
197,8,53,10,106
197,9,65,10,106
197,10,57,10,106
197,11,29,10,106
197,12,24,10,106
197,13,100,10,106
197,14,83,10,106
197,15,31,10,106
197,16,32,10,106
197,17,77,10,106
197,18,51,10,106
197,19,100,10,106
197,20,34,10,106
198,1,8,4,168
198,2,51,4,168
198,3,23,4,168
198,4,17,4,168
198,5,40,4,168
198,6,9,4,168
198,7,17,4,168
198,8,45,4,168
198,9,85,4,168
198,10,88,4,168
198,11,27,4,168
198,12,90,4,168
198,13,75,4,168
198,14,65,4,168
198,15,55,4,168
198,16,74,4,168
198,17,96,4,168
198,18,25,4,168
198,19,61,4,168
198,20,78,4,168
199,1,92,9,485
199,2,0,9,485
199,3,39,9,485
199,4,73,9,485
199,5,39,9,485
199,6,53,9,485
199,7,79,9,485
199,8,94,9,485
199,9,38,9,485
199,10,28,9,485
199,11,93,9,485
199,12,24,9,485
199,13,84,9,485
199,14,72,9,485
199,15,79,9,485
199,16,54,9,485
199,17,38,9,485
199,18,59,9,485
199,19,82,9,485
199,20,8,9,485
200,1,21,10,165
200,2,19,10,165
200,3,58,10,165
200,4,31,10,165
200,5,9,10,165
200,6,59,10,165
200,7,85,10,165
200,8,81,10,165
200,9,44,10,165
200,10,2,10,165
200,11,44,10,165
200,12,21,10,165
200,13,17,10,165
200,14,69,10,165
200,15,80,10,165
200,16,97,10,165
200,17,68,10,165
200,18,17,10,165
200,19,34,10,165
200,20,0,10,165
201,1,41,5,896
201,2,34,5,896
201,3,11,5,896
201,4,43,5,896
201,5,68,5,896
201,6,96,5,896
201,7,55,5,896
201,8,69,5,896
201,9,33,5,896
201,10,78,5,896
201,11,28,5,896
201,12,65,5,896
201,13,25,5,896
201,14,6,5,896
201,15,18,5,896
201,16,43,5,896
201,17,83,5,896
201,18,28,5,896
201,19,18,5,896
201,20,35,5,896
202,1,9,5,175
202,2,63,5,175
202,3,84,5,175
202,4,22,5,175
202,5,12,5,175
202,6,80,5,175
202,7,13,5,175
202,8,4,5,175
202,9,82,5,175
202,10,10,5,175
202,11,47,5,175
202,12,15,5,175
202,13,38,5,175
202,14,44,5,175
202,15,84,5,175
202,16,48,5,175
202,17,17,5,175
202,18,3,5,175
202,19,4,5,175
202,20,31,5,175
203,1,90,7,637
203,2,61,7,637
203,3,7,7,637
203,4,68,7,637
203,5,22,7,637
203,6,9,7,637
203,7,5,7,637
203,8,57,7,637
203,9,75,7,637
203,10,30,7,637
203,11,88,7,637
203,12,14,7,637
203,13,13,7,637
203,14,14,7,637
203,15,74,7,637
203,16,22,7,637
203,17,5,7,637
203,18,78,7,637
203,19,75,7,637
203,20,51,7,637
204,1,16,6,112
204,2,22,6,112
204,3,86,6,112
204,4,7,6,112
204,5,99,6,112
204,6,99,6,112
204,7,30,6,112
204,8,45,6,112
204,9,24,6,112
204,10,89,6,112
204,11,37,6,112
204,12,35,6,112
204,13,0,6,112
204,14,63,6,112
204,15,88,6,112
204,16,90,6,112
204,17,32,6,112
204,18,34,6,112
204,19,44,6,112
204,20,63,6,112
205,1,59,7,254
205,2,22,7,254
205,3,29,7,254
205,4,67,7,254
205,5,11,7,254
205,6,58,7,254
205,7,88,7,254
205,8,79,7,254
205,9,43,7,254
205,10,72,7,254
205,11,23,7,254
205,12,35,7,254
205,13,13,7,254
205,14,47,7,254
205,15,62,7,254
205,16,54,7,254
205,17,37,7,254
205,18,21,7,254
205,19,1,7,254
205,20,32,7,254
206,1,78,2,921
206,2,88,2,921
206,3,76,2,921
206,4,94,2,921
206,5,92,2,921
206,6,81,2,921
206,7,39,2,921
206,8,89,2,921
206,9,11,2,921
206,10,52,2,921
206,11,55,2,921
206,12,75,2,921
206,13,87,2,921
206,14,11,2,921
206,15,55,2,921
206,16,49,2,921
206,17,68,2,921
206,18,55,2,921
206,19,24,2,921
206,20,100,2,921
207,1,13,3,793
207,2,35,3,793
207,3,76,3,793
207,4,54,3,793
207,5,23,3,793
207,6,1,3,793
207,7,65,3,793
207,8,49,3,793
207,9,71,3,793
207,10,17,3,793
207,11,21,3,793
207,12,73,3,793
207,13,10,3,793
207,14,23,3,793
207,15,32,3,793
207,16,92,3,793
207,17,87,3,793
207,18,21,3,793
207,19,87,3,793
207,20,7,3,793
208,1,16,9,503
208,2,8,9,503
208,3,20,9,503
208,4,57,9,503
208,5,30,9,503
208,6,20,9,503
208,7,14,9,503
208,8,47,9,503
208,9,36,9,503
208,10,16,9,503
208,11,37,9,503
208,12,86,9,503
208,13,12,9,503
208,14,41,9,503
208,15,80,9,503
208,16,27,9,503
208,17,49,9,503
208,18,19,9,503
208,19,89,9,503
208,20,95,9,503
209,1,3,5,817
209,2,67,5,817
209,3,67,5,817
209,4,63,5,817
209,5,39,5,817
209,6,57,5,817
209,7,34,5,817
209,8,13,5,817
209,9,40,5,817
209,10,47,5,817
209,11,88,5,817
209,12,32,5,817
209,13,64,5,817
209,14,69,5,817
209,15,18,5,817
209,16,55,5,817
209,17,50,5,817
209,18,14,5,817
209,19,18,5,817
209,20,92,5,817
210,1,72,5,689
210,2,20,5,689
210,3,92,5,689
210,4,23,5,689
210,5,47,5,689
210,6,87,5,689
210,7,22,5,689
210,8,89,5,689
210,9,20,5,689
210,10,73,5,689
210,11,16,5,689
210,12,26,5,689
210,13,81,5,689
210,14,51,5,689
210,15,16,5,689
210,16,97,5,689
210,17,37,5,689
210,18,82,5,689
210,19,85,5,689
210,20,31,5,689
211,1,99,1,144
211,2,41,1,144
211,3,63,1,144
211,4,23,1,144
211,5,71,1,144
211,6,46,1,144
211,7,15,1,144
211,8,36,1,144
211,9,44,1,144
211,10,43,1,144
211,11,24,1,144
211,12,6,1,144
211,13,83,1,144
211,14,69,1,144
211,15,45,1,144
211,16,47,1,144
211,17,35,1,144
211,18,3,1,144
211,19,37,1,144
211,20,80,1,144
212,1,88,5,670
212,2,34,5,670
212,3,89,5,670
212,4,68,5,670
212,5,59,5,670
212,6,92,5,670
212,7,61,5,670
212,8,60,5,670
212,9,44,5,670
212,10,100,5,670
212,11,10,5,670
212,12,82,5,670
212,13,100,5,670
212,14,31,5,670
212,15,16,5,670
212,16,97,5,670
212,17,90,5,670
212,18,62,5,670
212,19,23,5,670
212,20,59,5,670
213,1,91,10,251
213,2,38,10,251
213,3,75,10,251
213,4,69,10,251
213,5,34,10,251
213,6,61,10,251
213,7,26,10,251
213,8,14,10,251
213,9,99,10,251
213,10,74,10,251
213,11,28,10,251
213,12,84,10,251
213,13,29,10,251
213,14,26,10,251
213,15,41,10,251
213,16,60,10,251
213,17,100,10,251
213,18,86,10,251
213,19,65,10,251
213,20,14,10,251
214,1,64,6,532
214,2,42,6,532
214,3,31,6,532
214,4,24,6,532
214,5,8,6,532
214,6,83,6,532
214,7,34,6,532
214,8,76,6,532
214,9,54,6,532
214,10,60,6,532
214,11,39,6,532
214,12,67,6,532
214,13,28,6,532
214,14,95,6,532
214,15,83,6,532
214,16,4,6,532
214,17,42,6,532
214,18,9,6,532
214,19,78,6,532
214,20,62,6,532
215,1,60,7,349
215,2,70,7,349
215,3,6,7,349
215,4,16,7,349
215,5,34,7,349
215,6,26,7,349
215,7,44,7,349
215,8,91,7,349
215,9,6,7,349
215,10,19,7,349
215,11,65,7,349
215,12,31,7,349
215,13,6,7,349
215,14,35,7,349
215,15,20,7,349
215,16,23,7,349
215,17,80,7,349
215,18,96,7,349
215,19,42,7,349
215,20,99,7,349
216,1,66,4,775
216,2,69,4,775
216,3,50,4,775
216,4,12,4,775
216,5,95,4,775
216,6,68,4,775
216,7,38,4,775
216,8,36,4,775
216,9,84,4,775
216,10,21,4,775
216,11,60,4,775
216,12,84,4,775
216,13,89,4,775
216,14,41,4,775
216,15,50,4,775
216,16,4,4,775
216,17,6,4,775
216,18,45,4,775
216,19,88,4,775
216,20,53,4,775
217,1,19,9,577
217,2,73,9,577
217,3,71,9,577
217,4,39,9,577
217,5,82,9,577
217,6,40,9,577
217,7,62,9,577
217,8,70,9,577
217,9,1,9,577
217,10,5,9,577
217,11,35,9,577
217,12,74,9,577
217,13,28,9,577
217,14,79,9,577
217,15,11,9,577
217,16,46,9,577
217,17,85,9,577
217,18,69,9,577
217,19,21,9,577
217,20,85,9,577
218,1,59,2,383
218,2,60,2,383
218,3,22,2,383
218,4,47,2,383
218,5,11,2,383
218,6,77,2,383
218,7,15,2,383
218,8,38,2,383
218,9,81,2,383
218,10,28,2,383
218,11,79,2,383
218,12,28,2,383
218,13,59,2,383
218,14,25,2,383
218,15,10,2,383
218,16,62,2,383
218,17,53,2,383
218,18,73,2,383
218,19,86,2,383
218,20,59,2,383
219,1,36,2,560
219,2,83,2,560
219,3,19,2,560
219,4,23,2,560
219,5,52,2,560
219,6,15,2,560
219,7,4,2,560
219,8,4,2,560
219,9,80,2,560
219,10,14,2,560
219,11,13,2,560
219,12,89,2,560
219,13,64,2,560
219,14,45,2,560
219,15,90,2,560
219,16,20,2,560
219,17,29,2,560
219,18,70,2,560
219,19,72,2,560
219,20,19,2,560
220,1,5,3,306
220,2,14,3,306
220,3,76,3,306
220,4,52,3,306
220,5,75,3,306
220,6,25,3,306
220,7,79,3,306
220,8,60,3,306
220,9,35,3,306
220,10,55,3,306
220,11,77,3,306
220,12,4,3,306
220,13,23,3,306
220,14,72,3,306
220,15,3,3,306
220,16,45,3,306
220,17,31,3,306
220,18,14,3,306
220,19,38,3,306
220,20,58,3,306
221,1,5,10,610
221,2,92,10,610
221,3,23,10,610
221,4,80,10,610
221,5,90,10,610
221,6,12,10,610
221,7,97,10,610
221,8,69,10,610
221,9,31,10,610
221,10,63,10,610
221,11,7,10,610
221,12,28,10,610
221,13,39,10,610
221,14,84,10,610
221,15,80,10,610
221,16,77,10,610
221,17,62,10,610
221,18,11,10,610
221,19,46,10,610
221,20,18,10,610
222,1,42,4,132
222,2,8,4,132
222,3,28,4,132
222,4,14,4,132
222,5,41,4,132
222,6,54,4,132
222,7,84,4,132
222,8,32,4,132
222,9,30,4,132
222,10,87,4,132
222,11,14,4,132
222,12,30,4,132
222,13,62,4,132
222,14,6,4,132
222,15,85,4,132
222,16,90,4,132
222,17,94,4,132
222,18,99,4,132
222,19,36,4,132
222,20,39,4,132
223,1,87,2,997
223,2,69,2,997
223,3,79,2,997
223,4,96,2,997
223,5,53,2,997
223,6,73,2,997
223,7,98,2,997
223,8,75,2,997
223,9,83,2,997
223,10,28,2,997
223,11,65,2,997
223,12,89,2,997
223,13,25,2,997
223,14,85,2,997
223,15,18,2,997
223,16,35,2,997
223,17,8,2,997
223,18,11,2,997
223,19,62,2,997
223,20,10,2,997
224,1,88,4,813
224,2,54,4,813
224,3,1,4,813
224,4,28,4,813
224,5,31,4,813
224,6,12,4,813
224,7,28,4,813
224,8,3,4,813
224,9,94,4,813
224,10,22,4,813
224,11,34,4,813
224,12,58,4,813
224,13,77,4,813
224,14,9,4,813
224,15,34,4,813
224,16,17,4,813
224,17,29,4,813
224,18,92,4,813
224,19,20,4,813
224,20,3,4,813
225,1,46,7,605
225,2,16,7,605
225,3,88,7,605
225,4,19,7,605
225,5,14,7,605
225,6,59,7,605
225,7,47,7,605
225,8,69,7,605
225,9,41,7,605
225,10,39,7,605
225,11,1,7,605
225,12,76,7,605
225,13,63,7,605
225,14,26,7,605
225,15,21,7,605
225,16,68,7,605
225,17,84,7,605
225,18,76,7,605
225,19,11,7,605
225,20,83,7,605
226,1,91,5,925
226,2,86,5,925
226,3,88,5,925
226,4,52,5,925
226,5,3,5,925
226,6,48,5,925
226,7,78,5,925
226,8,51,5,925
226,9,8,5,925
226,10,93,5,925
226,11,31,5,925
226,12,74,5,925
226,13,51,5,925
226,14,89,5,925
226,15,75,5,925
226,16,71,5,925
226,17,77,5,925
226,18,28,5,925
226,19,35,5,925
226,20,27,5,925
227,1,22,10,713
227,2,94,10,713
227,3,30,10,713
227,4,71,10,713
227,5,7,10,713
227,6,3,10,713
227,7,0,10,713
227,8,53,10,713
227,9,64,10,713
227,10,51,10,713
227,11,18,10,713
227,12,27,10,713
227,13,33,10,713
227,14,9,10,713
227,15,77,10,713
227,16,96,10,713
227,17,34,10,713
227,18,38,10,713
227,19,90,10,713
227,20,54,10,713
228,1,34,6,116
228,2,9,6,116
228,3,53,6,116
228,4,85,6,116
228,5,20,6,116
228,6,90,6,116
228,7,97,6,116
228,8,23,6,116
228,9,71,6,116
228,10,41,6,116
228,11,8,6,116
228,12,59,6,116
228,13,85,6,116
228,14,80,6,116
228,15,34,6,116
228,16,99,6,116
228,17,1,6,116
228,18,92,6,116
228,19,38,6,116
228,20,81,6,116
229,1,70,2,205
229,2,44,2,205
229,3,36,2,205
229,4,25,2,205
229,5,64,2,205
229,6,84,2,205
229,7,85,2,205
229,8,70,2,205
229,9,82,2,205
229,10,63,2,205
229,11,5,2,205
229,12,69,2,205
229,13,7,2,205
229,14,1,2,205
229,15,44,2,205
229,16,43,2,205
229,17,39,2,205
229,18,73,2,205
229,19,13,2,205
229,20,85,2,205
230,1,9,4,487
230,2,82,4,487
230,3,79,4,487
230,4,70,4,487
230,5,6,4,487
230,6,94,4,487
230,7,11,4,487
230,8,61,4,487
230,9,60,4,487
230,10,57,4,487
230,11,57,4,487
230,12,17,4,487
230,13,42,4,487
230,14,52,4,487
230,15,64,4,487
230,16,54,4,487
230,17,73,4,487
230,18,33,4,487
230,19,48,4,487
230,20,78,4,487
231,1,69,6,329
231,2,77,6,329
231,3,50,6,329
231,4,65,6,329
231,5,100,6,329
231,6,96,6,329
231,7,56,6,329
231,8,85,6,329
231,9,17,6,329
231,10,63,6,329
231,11,32,6,329
231,12,68,6,329
231,13,51,6,329
231,14,12,6,329
231,15,36,6,329
231,16,65,6,329
231,17,12,6,329
231,18,28,6,329
231,19,55,6,329
231,20,13,6,329
232,1,22,4,704
232,2,73,4,704
232,3,8,4,704
232,4,38,4,704
232,5,65,4,704
232,6,98,4,704
232,7,78,4,704
232,8,69,4,704
232,9,12,4,704
232,10,35,4,704
232,11,53,4,704
232,12,39,4,704
232,13,83,4,704
232,14,47,4,704
232,15,81,4,704
232,16,34,4,704
232,17,60,4,704
232,18,53,4,704
232,19,85,4,704
232,20,58,4,704
233,1,66,10,815
233,2,21,10,815
233,3,83,10,815
233,4,50,10,815
233,5,60,10,815
233,6,36,10,815
233,7,83,10,815
233,8,88,10,815
233,9,12,10,815
233,10,36,10,815
233,11,54,10,815
233,12,4,10,815
233,13,1,10,815
233,14,69,10,815
233,15,69,10,815
233,16,43,10,815
233,17,96,10,815
233,18,79,10,815
233,19,10,10,815
233,20,57,10,815
234,1,54,5,181
234,2,2,5,181
234,3,7,5,181
234,4,30,5,181
234,5,3,5,181
234,6,64,5,181
234,7,18,5,181
234,8,66,5,181
234,9,88,5,181
234,10,74,5,181
234,11,4,5,181
234,12,71,5,181
234,13,57,5,181
234,14,50,5,181
234,15,100,5,181
234,16,94,5,181
234,17,93,5,181
234,18,80,5,181
234,19,28,5,181
234,20,21,5,181
235,1,36,10,622
235,2,28,10,622
235,3,57,10,622
235,4,87,10,622
235,5,91,10,622
235,6,61,10,622
235,7,97,10,622
235,8,87,10,622
235,9,69,10,622
235,10,32,10,622
235,11,67,10,622
235,12,23,10,622
235,13,0,10,622
235,14,0,10,622
235,15,28,10,622
235,16,59,10,622
235,17,42,10,622
235,18,8,10,622
235,19,34,10,622
235,20,100,10,622
236,1,66,2,730
236,2,64,2,730
236,3,42,2,730
236,4,31,2,730
236,5,85,2,730
236,6,7,2,730
236,7,98,2,730
236,8,47,2,730
236,9,63,2,730
236,10,34,2,730
236,11,69,2,730
236,12,86,2,730
236,13,83,2,730
236,14,13,2,730
236,15,72,2,730
236,16,70,2,730
236,17,9,2,730
236,18,40,2,730
236,19,4,2,730
236,20,37,2,730
237,1,40,8,145
237,2,97,8,145
237,3,68,8,145
237,4,37,8,145
237,5,94,8,145
237,6,65,8,145
237,7,64,8,145
237,8,67,8,145
237,9,63,8,145
237,10,34,8,145
237,11,23,8,145
237,12,96,8,145
237,13,55,8,145
237,14,72,8,145
237,15,49,8,145
237,16,12,8,145
237,17,62,8,145
237,18,49,8,145
237,19,76,8,145
237,20,86,8,145
238,1,35,1,251
238,2,28,1,251
238,3,59,1,251
238,4,97,1,251
238,5,24,1,251
238,6,81,1,251
238,7,49,1,251
238,8,66,1,251
238,9,56,1,251
238,10,9,1,251
238,11,86,1,251
238,12,84,1,251
238,13,12,1,251
238,14,93,1,251
238,15,42,1,251
238,16,54,1,251
238,17,30,1,251
238,18,61,1,251
238,19,56,1,251
238,20,47,1,251
239,1,63,9,299
239,2,81,9,299
239,3,7,9,299
239,4,49,9,299
239,5,49,9,299
239,6,34,9,299
239,7,36,9,299
239,8,79,9,299
239,9,19,9,299
239,10,11,9,299
239,11,50,9,299
239,12,94,9,299
239,13,91,9,299
239,14,29,9,299
239,15,85,9,299
239,16,99,9,299
239,17,36,9,299
239,18,30,9,299
239,19,88,9,299
239,20,84,9,299
240,1,33,2,413
240,2,99,2,413
240,3,52,2,413
240,4,52,2,413
240,5,62,2,413
240,6,92,2,413
240,7,23,2,413
240,8,90,2,413
240,9,54,2,413
240,10,98,2,413
240,11,28,2,413
240,12,99,2,413
240,13,93,2,413
240,14,42,2,413
240,15,39,2,413
240,16,0,2,413
240,17,16,2,413
240,18,44,2,413
240,19,89,2,413
240,20,8,2,413
241,1,58,7,933
241,2,41,7,933
241,3,86,7,933
241,4,14,7,933
241,5,40,7,933
241,6,42,7,933
241,7,4,7,933
241,8,24,7,933
241,9,43,7,933
241,10,50,7,933
241,11,38,7,933
241,12,12,7,933
241,13,86,7,933
241,14,66,7,933
241,15,64,7,933
241,16,57,7,933
241,17,60,7,933
241,18,40,7,933
241,19,98,7,933
241,20,32,7,933
242,1,71,3,513
242,2,78,3,513
242,3,1,3,513
242,4,19,3,513
242,5,47,3,513
242,6,87,3,513
242,7,71,3,513
242,8,37,3,513
242,9,3,3,513
242,10,50,3,513
242,11,36,3,513
242,12,80,3,513
242,13,71,3,513
242,14,47,3,513
242,15,88,3,513
242,16,55,3,513
242,17,40,3,513
242,18,40,3,513
242,19,22,3,513
242,20,39,3,513
243,1,14,7,137
243,2,36,7,137
243,3,65,7,137
243,4,15,7,137
243,5,87,7,137
243,6,16,7,137
243,7,84,7,137
243,8,29,7,137
243,9,87,7,137
243,10,52,7,137
243,11,4,7,137
243,12,99,7,137
243,13,63,7,137
243,14,85,7,137
243,15,7,7,137
243,16,61,7,137
243,17,80,7,137
243,18,64,7,137
243,19,34,7,137
243,20,30,7,137
244,1,67,4,845
244,2,50,4,845
244,3,70,4,845
244,4,38,4,845
244,5,57,4,845
244,6,66,4,845
244,7,17,4,845
244,8,91,4,845
244,9,80,4,845
244,10,45,4,845
244,11,80,4,845
244,12,57,4,845
244,13,30,4,845
244,14,70,4,845
244,15,31,4,845
244,16,20,4,845
244,17,83,4,845
244,18,83,4,845
244,19,57,4,845
244,20,0,4,845
245,1,33,9,323
245,2,76,9,323
245,3,62,9,323
245,4,79,9,323
245,5,17,9,323
245,6,10,9,323
245,7,67,9,323
245,8,60,9,323
245,9,30,9,323
245,10,91,9,323
245,11,47,9,323
245,12,7,9,323
245,13,71,9,323
245,14,36,9,323
245,15,50,9,323
245,16,49,9,323
245,17,7,9,323
245,18,55,9,323
245,19,62,9,323
245,20,74,9,323
246,1,80,2,299
246,2,45,2,299
246,3,5,2,299
246,4,28,2,299
246,5,24,2,299
246,6,0,2,299
246,7,54,2,299
246,8,34,2,299
246,9,74,2,299
246,10,80,2,299
246,11,60,2,299
246,12,88,2,299
246,13,61,2,299
246,14,95,2,299
246,15,57,2,299
246,16,51,2,299
246,17,49,2,299
246,18,84,2,299
246,19,33,2,299
246,20,74,2,299
247,1,87,3,327
247,2,61,3,327
247,3,64,3,327
247,4,28,3,327
247,5,13,3,327
247,6,84,3,327
247,7,26,3,327
247,8,23,3,327
247,9,98,3,327
247,10,30,3,327
247,11,50,3,327
247,12,78,3,327
247,13,62,3,327
247,14,69,3,327
247,15,66,3,327
247,16,82,3,327
247,17,67,3,327
247,18,33,3,327
247,19,51,3,327
247,20,65,3,327
248,1,68,4,939
248,2,48,4,939
248,3,38,4,939
248,4,12,4,939
248,5,40,4,939
248,6,86,4,939
248,7,15,4,939
248,8,24,4,939
248,9,84,4,939
248,10,92,4,939
248,11,74,4,939
248,12,100,4,939
248,13,28,4,939
248,14,34,4,939
248,15,25,4,939
248,16,17,4,939
248,17,35,4,939
248,18,88,4,939
248,19,60,4,939
248,20,14,4,939
249,1,83,6,854
249,2,40,6,854
249,3,13,6,854
249,4,71,6,854
249,5,76,6,854
249,6,62,6,854
249,7,34,6,854
249,8,79,6,854
249,9,92,6,854
249,10,2,6,854
249,11,39,6,854
249,12,15,6,854
249,13,88,6,854
249,14,9,6,854
249,15,3,6,854
249,16,100,6,854
249,17,35,6,854
249,18,68,6,854
249,19,21,6,854
249,20,60,6,854
250,1,82,3,455
250,2,12,3,455
250,3,66,3,455
250,4,43,3,455
250,5,90,3,455
250,6,70,3,455
250,7,78,3,455
250,8,84,3,455
250,9,24,3,455
250,10,51,3,455
250,11,6,3,455
250,12,2,3,455
250,13,48,3,455
250,14,22,3,455
250,15,16,3,455
250,16,32,3,455
250,17,16,3,455
250,18,51,3,455
250,19,10,3,455
250,20,31,3,455
251,1,89,8,281
251,2,16,8,281
251,3,93,8,281
251,4,56,8,281
251,5,60,8,281
251,6,22,8,281
251,7,33,8,281
251,8,78,8,281
251,9,71,8,281
251,10,44,8,281
251,11,28,8,281
251,12,89,8,281
251,13,80,8,281
251,14,7,8,281
251,15,25,8,281
251,16,78,8,281
251,17,54,8,281
251,18,81,8,281
251,19,42,8,281
251,20,93,8,281
252,1,60,3,426
252,2,10,3,426
252,3,25,3,426
252,4,74,3,426
252,5,67,3,426
252,6,55,3,426
252,7,41,3,426
252,8,19,3,426
252,9,80,3,426
252,10,3,3,426
252,11,82,3,426
252,12,27,3,426
252,13,73,3,426
252,14,79,3,426
252,15,67,3,426
252,16,78,3,426
252,17,53,3,426
252,18,37,3,426
252,19,39,3,426
252,20,18,3,426
253,1,41,3,959
253,2,22,3,959
253,3,14,3,959
253,4,48,3,959
253,5,79,3,959
253,6,61,3,959
253,7,47,3,959
253,8,34,3,959
253,9,45,3,959
253,10,13,3,959
253,11,38,3,959
253,12,12,3,959
253,13,88,3,959
253,14,77,3,959
253,15,53,3,959
253,16,24,3,959
253,17,22,3,959
253,18,86,3,959
253,19,43,3,959
253,20,86,3,959
254,1,63,7,881
254,2,56,7,881
254,3,69,7,881
254,4,42,7,881
254,5,50,7,881
254,6,48,7,881
254,7,42,7,881
254,8,5,7,881
254,9,94,7,881
254,10,95,7,881
254,11,83,7,881
254,12,57,7,881
254,13,57,7,881
254,14,15,7,881
254,15,38,7,881
254,16,73,7,881
254,17,49,7,881
254,18,94,7,881
254,19,12,7,881
254,20,5,7,881
255,1,41,4,762
255,2,26,4,762
255,3,66,4,762
255,4,91,4,762
255,5,80,4,762
255,6,79,4,762
255,7,67,4,762
255,8,91,4,762
255,9,15,4,762
255,10,0,4,762
255,11,3,4,762
255,12,50,4,762
255,13,67,4,762
255,14,23,4,762
255,15,79,4,762
255,16,64,4,762
255,17,78,4,762
255,18,87,4,762
255,19,18,4,762
255,20,87,4,762
256,1,58,8,524
256,2,23,8,524
256,3,40,8,524
256,4,91,8,524
256,5,99,8,524
256,6,56,8,524
256,7,7,8,524
256,8,3,8,524
256,9,95,8,524
256,10,82,8,524
256,11,68,8,524
256,12,21,8,524
256,13,35,8,524
256,14,41,8,524
256,15,66,8,524
256,16,70,8,524
256,17,25,8,524
256,18,71,8,524
256,19,17,8,524
256,20,51,8,524
257,1,27,2,904
257,2,16,2,904
257,3,23,2,904
257,4,60,2,904
257,5,58,2,904
257,6,7,2,904
257,7,69,2,904
257,8,36,2,904
257,9,74,2,904
257,10,46,2,904
257,11,59,2,904
257,12,31,2,904
257,13,25,2,904
257,14,26,2,904
257,15,4,2,904
257,16,83,2,904
257,17,4,2,904
257,18,37,2,904
257,19,41,2,904
257,20,49,2,904
258,1,98,10,716
258,2,58,10,716
258,3,4,10,716
258,4,12,10,716
258,5,89,10,716
258,6,66,10,716
258,7,81,10,716
258,8,86,10,716
258,9,79,10,716
258,10,6,10,716
258,11,86,10,716
258,12,52,10,716
258,13,55,10,716
258,14,21,10,716
258,15,86,10,716
258,16,57,10,716
258,17,61,10,716
258,18,85,10,716
258,19,26,10,716
258,20,63,10,716
259,1,97,6,603
259,2,57,6,603
259,3,51,6,603
259,4,37,6,603
259,5,72,6,603
259,6,85,6,603
259,7,60,6,603
259,8,85,6,603
259,9,41,6,603
259,10,17,6,603
259,11,9,6,603
259,12,29,6,603
259,13,3,6,603
259,14,30,6,603
259,15,88,6,603
259,16,3,6,603
259,17,35,6,603
259,18,96,6,603
259,19,76,6,603
259,20,36,6,603
260,1,25,7,232
260,2,27,7,232
260,3,69,7,232
260,4,8,7,232
260,5,43,7,232
260,6,61,7,232
260,7,33,7,232
260,8,75,7,232
260,9,83,7,232
260,10,26,7,232
260,11,99,7,232
260,12,0,7,232
260,13,88,7,232
260,14,40,7,232
260,15,99,7,232
260,16,1,7,232
260,17,41,7,232
260,18,71,7,232
260,19,63,7,232
260,20,60,7,232
261,1,34,5,186
261,2,45,5,186
261,3,59,5,186
261,4,53,5,186
261,5,68,5,186
261,6,27,5,186
261,7,5,5,186
261,8,97,5,186
261,9,51,5,186
261,10,100,5,186
261,11,50,5,186
261,12,29,5,186
261,13,100,5,186
261,14,92,5,186
261,15,55,5,186
261,16,23,5,186
